"AEA Reporting ID","PCE ID","CPCN","Utility Name","Community Name","Intertie","AEA Energy Region","Residential kWh Use Per Customer","Residential Revenue Per Customer","Residential $/kWh","Commercial kWh Use Per Customer","Commercial Revenue Per Customer","Commercial $/kWh","Other kWh Use Per Customer","Other Revenue Per Customer","Other $/kWh","Source","Number of monthly records","Communities reported","Notes"
"SR-108","332200","264","Manley Utilities","Manley Hot Springs","Manley Hot Springs_grid","Yukon-Koyukuk/Upper Tanana","1849.4044943820224","1622.8524438202246","0.87749999999999995","8963.6666666666679","7865.6175000000012","0.87749999999999995","6255.4444444444453","5489.1525000000001","49.402372500000006","PCE","12","Manley Hot Springs","PCE revenue assumes all kWh are at residential rate"
"SR-148","332520","759","Rampart Village Council","Rampart","Rampart_grid","Yukon-Koyukuk/Upper Tanana","0","0","0","0","0","0","0","0","0","0","0","Rampart","PCE revenue assumes all kWh are at residential rate"
"SR-33","331830","341","Central Electric Inc.","Central","Central_grid","Yukon-Koyukuk/Upper Tanana","1955.048275862069","1423.9268275862073","0.7283333333333335","6472.4285714285706","4714.0854761904766","0.72833333333333339","19469.714285714283","14180.441904761907","99.263093333333345","PCE","12","Central","PCE revenue assumes all kWh are at residential rate"
"SR-45","331900","256","Circle Electric Utility","Circle","Circle_grid","Yukon-Koyukuk/Upper Tanana","3011.1860465116279","2338.6878294573648","0.77666666666666673","9942.6000000000022","7722.0860000000021","0.77666666666666673","11045.4","8578.5939999999991","85.785939999999997","PCE","4","Circle","PCE revenue assumes all kWh are at residential rate"
"SR-65","331990","274","Galena, City of","Galena","Galena_grid","Yukon-Koyukuk/Upper Tanana","3785.483870967742","2536.2741935483878","0.67","22912.741379310348","15351.536724137934","0.67","19400.529411764706","12998.354705882355","662.91609000000005","PCE","12","Galena","PCE revenue assumes all kWh are at residential rate"
"SR-30","331810","767","Birch Creek Electric Company","Birch Creek","Birch Creek_grid","Yukon-Koyukuk/Upper Tanana","0","0","0","0","0","0","0","0","0","0","0","Birch Creek","PCE revenue assumes all kWh are at residential rate"
"SR-129","331180","2","Alaska Power & Telephone Company","Northway","Northway_grid","Yukon-Koyukuk/Upper Tanana","3629.6179775280907","2519.5598127340832","0.69416666666666671","19700.73684210526","13675.594824561402","0.69416666666666671","16320.409090909092","11329.083977272727","249.2398475","PCE","12","Northway, Northway Village, Northway Junction","PCE revenue assumes all kWh are at residential rate"
"SR-17","331050","2","Alaska Power & Telephone Company","Allakaket","Allakaket_grid","Yukon-Koyukuk/Upper Tanana","2815.1971830985917","2500.8334976525825","0.88833333333333331","8725.1666666666679","7750.8563888888893","0.88833333333333331","11530.666666666666","10243.075555555557","184.37536","PCE","12","Allakaket, Alatna","PCE revenue assumes all kWh are at residential rate"
"SR-175","331200","2","Alaska Power & Telephone Company","Tetlin","Tok_grid","Yukon-Koyukuk/Upper Tanana","3027.2000000000003","1395.0346666666669","0.46083333333333337","3801.3333333333335","1751.7811111111114","0.46083333333333343","19898","9169.6616666666687","73.357293333333345","PCE","12","Tetlin","PCE revenue assumes all kWh are at residential rate"
"SR-178","331220","2","Alaska Power & Telephone Company","Tok","Tok_grid","Yukon-Koyukuk/Upper Tanana","4802.1135770234987","2220.9775293733683","0.46249999999999997","13541.897142857142","6263.127428571428","0.46250000000000002","15669.112500000003","7246.9645312500006","579.75716250000005","PCE","12","Tok, Tanacross","PCE revenue assumes all kWh are at residential rate"
"SR-29","331060","2","Alaska Power & Telephone Company","Bettles","Bettles_grid","Yukon-Koyukuk/Upper Tanana","3356.7428571428572","2677.0024285714289","0.79749999999999999","3854.2105263157896","3073.7328947368419","0.79749999999999999","14866.095238095237","11855.71095238095","248.96992999999998","PCE","12","Bettles, Evansville","PCE revenue assumes all kWh are at residential rate"
"SR-55","331100","2","Alaska Power & Telephone Company","Dot Lake","Tok_grid","Yukon-Koyukuk/Upper Tanana","3635.7407407407409","1778.483179012346","0.48916666666666675","9701.7857142857138","4745.7901785714284","0.48916666666666669","19895","9731.9708333333347","58.391825000000011","PCE","12","Dot Lake, Dot Lake Village","PCE revenue assumes all kWh are at residential rate"
"SR-56","331110","2","Alaska Power & Telephone Company","Eagle","Eagle_grid","Yukon-Koyukuk/Upper Tanana","2057.2086330935253","1482.9045563549159","0.72083333333333333","6442.4285714285716","4643.9172619047622","0.72083333333333333","6622.0000000000009","4773.3583333333336","109.78724166666667","PCE","12","Eagle, Eagle Village","PCE revenue assumes all kWh are at residential rate"
"SR-72","331130","2","Alaska Power & Telephone Company","Healy Lake","Healy Lake_grid","Yukon-Koyukuk/Upper Tanana","1501.5","3599.8462500000005","2.3975000000000004","8667","20779.132500000003","2.3975000000000004","0","0","0","PCE","12","Healy Lake","PCE revenue assumes all kWh are at residential rate"
"SR-186","332880","663","Venetie Village Electric","Venetie","Venetie_grid","Yukon-Koyukuk/Upper Tanana","2163.1530612244896","1946.8377551020412","0.90000000000000024","20603.333333333336","18543.000000000007","0.90000000000000024","8424.1999999999989","7581.78","75.817800000000005","PCE","12","Venetie","PCE revenue assumes all kWh are at residential rate"
"SR-64","332020","63","Gwitchyaa Zhee Utilities Company","Fort Yukon","Fort Yukon_grid","Yukon-Koyukuk/Upper Tanana","3975.0262172284638","2494.3289513108612","0.62750000000000006","14958.492063492064","9386.4537698412714","0.62750000000000006","15946.264705882353","10006.281102941177","340.21355750000004","PCE","12","Fort Yukon","PCE revenue assumes all kWh are at residential rate"
"SR-168","332570","709","Stevens Village Ira Council","Stevens Village","Stevens Village_grid","Yukon-Koyukuk/Upper Tanana","0","0","0","0","0","0","0","0","0","0","0","Stevens Village",NA
"SR-170","332580","394","Takotna Community Assoc Inc","Takotna","Takotna_grid","Yukon-Koyukuk/Upper Tanana","2142.3666666666668","2185.2139999999999","1.0199999999999998","6008.9999999999991","6129.1799999999976","1.0199999999999998","5381.8888888888887","5489.5266666666657","49.405739999999987","PCE","12","Takotna","PCE revenue assumes all kWh are at residential rate"
"SR-101","332140","687","Koyukuk, City of","Koyukuk","Koyukuk_grid","Yukon-Koyukuk/Upper Tanana","1454.6271186440681","1381.8957627118641","0.94999999999999984","10114.142857142855","9608.4357142857134","0.95","7909.4","7513.9299999999976","75.139299999999977","PCE","12","Koyukuk","PCE revenue assumes all kWh are at residential rate"
